firm_name,addr_dept_main,n_offres,sector_main,avg_req_exp,avg_wage,top_skill_req,n_patents,ipc_main_code,ipc_main_desc,ipc_second_code,ipc_second_desc,addr_city_main
"Khosrovaninejad, Charam",84,,,,,,2,A61F,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","","",Pernes les Fontaines
"Khoury, Wassim",75,,,,,,7,A61B,"DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)",A61F,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)",Paris
Kicklox,78,14,"",,148312.5,"Français, équipe",,,,,,
Kiloutou Module,59,,,,,,2,E04H,"BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES; SWIMMING OR SPLASH BATHS OR POOLS; MASTS; FENCING; TENTS OR CANOPIES, IN GENERAL (foundations E02D)","","",Villeneuve d Ascq
Kinaöök,74,,,,,,1,G04B,"MECHANICALLY-DRIVEN CLOCKS OR WATCHES; MECHANICAL PARTS OF CLOCKS OR WATCHES IN GENERAL; TIME-PIECES USING THE POSITION OF THE SUN, MOON, OR STARS (spring- or weight-driven mechanisms in general F03G; electromechanical clocks or watches G04C; electromechanical clocks with attached or built-in means operating any device at preselected times or after predetermined time intervals G04C0023000000; clocks or watches with stop devices G04F0007080000; structural details or housings specially adapted for electronic time-pieces with no moving parts G04G0017000000)","","",Annecy
Kineti Technologies,71,,,,,,4,G06F,"ELECTRIC DIGITAL DATA PROCESSING (computers in which a part of the computation is effected hydraulically or pneumatically G06D, optically G06E; computer systems based on specific computational models G06N; impedance networks using digital techniques H03H)","","",Saint Maurice de Satonnay
"Kinkingnehun, Serge",94,,,,,,1,A61M,"DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY (introducing media into or onto the bodies of animals A61D0007000000; means for inserting tampons A61F0013260000; devices for administering food or medicines orally A61J; containers for collecting, storing or administering blood or medical fluids A61J0001050000); DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY (surgery A61B; chemical aspects of surgical articles A61L; magnetotherapy using magnetic elements placed within the body A61N0002100000); DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR","","",Vitry sur Seine
Kipopluie,33,,,,,,8,F16K,VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING,E03B,"INSTALLATIONS OR METHODS FOR OBTAINING, COLLECTING, OR DISTRIBUTING WATER (drilling wells, obtaining fluids in general from wells E21B; pipe-line systems in general F17D)",Mios
"Kirby, James",40,,,,,,2,G01N,"INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES (separating components of materials in general B01D, B01J, B03, B07; apparatus fully provided for in a single other subclass, see the relevant subclass, e.g. B01L; measuring or testing processes other than immunoassay, involving enzymes or micro-organisms C12M, C12Q; investigation of foundation soil in situE02D0001000000; monitoring or diagnostic devices for exhaust-gas treatment apparatus F01N0011000000; sensing humidity changes for compensating measurements of other variables or for compensating readings of instruments for variations in humidity, seeG01D;  or the relevant subclass for the variable measuredtesting or determining the properties of structures G01M; measuring or investigating electric or magnetic properties of materials G01R; systems in general for determining distance, velocity or presence by use of propagation effects, e.g. Doppler effect, propagation time, of reflected or reradiated radio waves, analogous arrangements using other waves G01S; determining sensitivity, graininess, or density of photographic materials G03C0005020000; testing component parts of nuclear reactors G21C0017000000)",G01T,"MEASUREMENT OF NUCLEAR OR X-RADIATION (radiation analysis of materials, mass spectrometry G01N0023000000; tubes for determining the presence, intensity, density or energy of radiation or particles  H01J0047000000)",Mont de Marsan
Kisco International,69,,,,,,3,A61B,"DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)","","",Saint Priest
KitchenChef,77,,,,,,2,F25C,"PRODUCTION, WORKING, STORING OR DISTRIBUTION OF ICE (frozen sweets, including ice-cream, their production A23G0009000000; concentrating solutions by removing frozen solvents B01D0009040000; purification of water by freezing C02F0001220000; refrigeration machines, plants, or systems F25B; solidification of gases or gaseous mixtures F25J; freeze-drying F26B)","","",Ozoir la Ferriere
Kitewinder,33,,,,,,2,F03D,WIND MOTORS,"","",Bordeaux
"Kitson, Luc",13,,,,,,4,A62B,"DEVICES, APPARATUS OR METHODS FOR LIFE-SAVING (valves specially adapted for medical use A61M0039000000; composition of chemical substances used in respirators, gas-masks, breathing apparatus or the like A62D; rescuing from mountains or trees A63B0027000000, A63B0029000000; life-saving devices, apparatus or methods specially adapted for use in water B63C0009000000; divers' equipment B63C0011000000; specially adapted for use with aircraft, e.g. parachutes or ejector seats, B64D; rescue devices peculiar to mining E21F0011000000)",A63B,"APPARATUS FOR PHYSICAL TRAINING, GYMNASTICS, SWIMMING, CLIMBING, OR FENCING; BALL GAMES; TRAINING EQUIPMENT (apparatus for passive exercising, massage A61H)",Saint Remy de Provence
Kiwatch,44,,,,,,4,G08B,"SIGNALLING OR CALLING SYSTEMS; ORDER TELEGRAPHS; ALARM SYSTEMS (signalling arrangements on vehicles B60Q, B62D0041000000; railway signalling systems or devices B61L; on cycles B62J0003000000, B62J0006000000; safes or strong-rooms with alarm devices E05G; signalling or alarm devices in mines E21F0017180000; sensitive measuring elements, see the appropriate subclasses of G01; traffic control systems G08G; visual indicating means G09; sound-producing devices G10; radio or near-field calling systems H04B0005000000, H04B0007000000)","","",Orvault
Klac Industrie Société Anonyme,45,,,,,,2,E02F,DREDGING; SOIL-SHIFTING (winning peat E21C0049000000),"","",Orleans
Klarys,35,1,"",,,Deep Learning,,,,,,
"Klatzmann, David",75,,,,,,5,A61P,SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS,C12N,"MICRO-ORGANISMS OR ENZYMES; COMPOSITIONS THEREOF (biocides, pest repellants or attractants, or plant growth regulators containing micro-organisms, viruses, microbial fungi, enzymes, fermentates, or substances produced by, or extracted from, micro-organisms or animal material A01N0063000000; medicinal preparations A61K; fertilisers C05F); PROPAGATING, PRESERVING, OR MAINTAINING MICRO-ORGANISMS; MUTATION OR GENETIC ENGINEERING; CULTURE MEDIA (microbiological testing media C12Q0001000000)",Paris
Klaxoon,35,,,,,,3,H04L,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION (typewriters B41J; order telegraphs, fire or police telegraphs G08B; visual telegraphy G08B, G08C; teleautographic systems G08C; ciphering or deciphering apparatus per seG09C; coding, decoding or code conversion, in general H03M; arrangements common to telegraphic and telephonic communication H04M; selecting H04Q; wireless communicationnetworksH04W)",G06F,"ELECTRIC DIGITAL DATA PROCESSING (computers in which a part of the computation is effected hydraulically or pneumatically G06D, optically G06E; computer systems based on specific computational models G06N; impedance networks using digital techniques H03H)",Cesson Sevigne
"Klein, Thierry",59,,,,,,4,A45C,"PURSES; LUGGAGE; HAND CARRIED BAGS (sacks or packs carried on the body A45F; containers in general B65D, e.g. portable flexible containers, B65D0027000000-B65D0037000000; making leather, canvas, or like articles B68F)",G03B,APPARATUS OR ARRANGEMENTS FOR TAKING PHOTOGRAPHS OR FOR PROJECTING OR VIEWING THEM; APPARATUS OR ARRANGEMENTS EMPLOYING ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES; ACCESSORIES THEREFOR (optical parts of such apparatus G02B; photosensitive materials or processes for photographic purposes G03C; apparatus for processing exposed photographic materials G03D),Bachy
Klereo,78,,,,,,3,H04L,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION (typewriters B41J; order telegraphs, fire or police telegraphs G08B; visual telegraphy G08B, G08C; teleautographic systems G08C; ciphering or deciphering apparatus per seG09C; coding, decoding or code conversion, in general H03M; arrangements common to telegraphic and telephonic communication H04M; selecting H04Q; wireless communicationnetworksH04W)",E04H,"BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES; SWIMMING OR SPLASH BATHS OR POOLS; MASTS; FENCING; TENTS OR CANOPIES, IN GENERAL (foundations E02D)",Montesson
Klever Energy Europe,64,,,,,,3,F02B,"INTERNAL-COMBUSTION PISTON ENGINES; COMBUSTION ENGINES IN GENERAL (cyclically operating valves therefor F01L; lubricating internal-combustion engines F01M; gas-flow silencers or exhaust apparatus therefor F01N; cooling of internal-combustion engines F01P; internal-combustion turbines F02C; plants in which engines use combustion products F02C, F02G)",F02M,SUPPLYING COMBUSTION ENGINES IN GENERAL WITH COMBUSTIBLE MIXTURES OR CONSTITUENTS THEREOF (charging such engines F02B),Laroin
Klint Consulting,,7,"",5,65000,"équipe, Reporting",,,,,,
"Klonowski, Thomas",64,,,,,,2,G01R,"MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES (measuring physical variables of any kind by conversion into electric variables, see Note (4) following the title of class G01; measuring diffusion of ions in an electric field, e.g. electrophoresis, electro-osmosis, G01N; investigating non-electric or non-magnetic properties of materials by using electric or magnetic methods G01N; indicating correct tuning of resonant circuits H03J0003120000; monitoring electronic pulse counters H03K0021400000; monitoring operation of communication systems H04)","","",Sedzere
"Knappe, Holger",26,,,,,,6,B01D,"SEPARATION (separating solids from solids by wet methods B03B, B03D, by pneumatic jigs or tables B03B, by other dry methods B07; magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C; centrifuges B04B; presses per se for squeezing-out liquid from liquid-containing material B30B0009020000)",C02F,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE (processes for making harmful chemical substances harmless, or less harmful, by effecting a chemical change in the substances A62D0003000000; separation, settling tanks or filter devices  B01D; special arrangements on waterborne vessels of installations for treating water, waste water or sewage, e.g. for producing fresh water, B63J; adding materials to water to prevent corrosion C23F; treating radioactively-contaminated liquids G21F0009040000)",Malataverne
"Knaub, Vincent",67,,,,,,2,F03D,WIND MOTORS,"","",Neewiller pres Lauterbourg
Knauf Industries Gestion,68,,,,,,42,E04B,"GENERAL BUILDING CONSTRUCTIONS; WALLS, e.g. PARTITIONS; ROOFS; FLOORS; CEILINGS; INSULATION OR OTHER PROTECTION OF BUILDINGS (border constructions of openings in walls, floors, or ceilings E06B0001000000)",B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES",Wolfgantzen
Knitiv,69,,,,,,1,G06F,"ELECTRIC DIGITAL DATA PROCESSING (computers in which a part of the computation is effected hydraulically or pneumatically G06D, optically G06E; computer systems based on specific computational models G06N; impedance networks using digital techniques H03H)","","",Fontaines Saint Martin
Kobus SAS,38,,,,,,37,C23C,"COATING METALLIC MATERIAL; COATING MATERIAL WITH METALLIC MATERIAL; SURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE, BY CHEMICAL CONVERSION OR SUBSTITUTION; COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL (applying liquids or other fluent materials to surfaces in general B05; making metal-coated products by extrusion B21C0023220000; covering with metal by connecting pre-existing layers to articles, see the relevant places, e.g. B21D0039000000, B23K; working of metal by the action of a high concentration of electric current on a workpiece using an electrode B23H; metallising of glass C03C; metallising mortars, concrete, artificial stone, ceramics or natural stone C04B0041000000; paints, varnishes, lacquers C09D; enamelling of, or applying a vitreous layer to, metals C23D; inhibiting corrosion of metallic material or incrustation in general C23F; treating metal surfaces or coating of metals by electrolysis or electrophoresis C25D, C25F; single-crystal film growth C30B; by metallising textiles D06M0011830000; decorating textiles by locally metallising D06Q0001040000; details of scanning-probe apparatus, in general G01Q; manufacture of semiconductor devices H01L; manufacture of printed circuits H05K)",H01L,"SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets, inductors, transformers H01F; capacitors in general H01G; electrolytic devices H01G0009000000; batteries, accumulators H01M; waveguides, resonators, or lines of the waveguide type H01P; line connectors, current collectors H01R; stimulated-emission devices H01S; electromechanical resonators H03H; loudspeakers, microphones, gramophone pick-ups or like acoustic electromechanical transducers H04R; electric light sources in general H05B; printed circuits, hybrid circuits, casings or constructional details of electrical apparatus, manufacture of assemblages of electrical components H05K; use of semiconductor devices in circuits having a particular application, see the subclass for the application);",Montbonnot Saint Martin
"Koch, Michel",33,,,,,,19,A61G,"TRANSPORT, PERSONAL CONVEYANCES, OR ACCOMMODATION SPECIALLY ADAPTED FOR PATIENTS OR DISABLED PERSONS (appliances for aiding patients or disabled persons to walk A61H0003000000); OPERATING TABLES OR CHAIRS; CHAIRS FOR DENTISTRY; FUNERAL DEVICES (embalming corpses A01N0001000000)",A61B,"DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)",Bordeaux
"Koelbert, Emilien",68,,,,,,5,H01L,"SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets, inductors, transformers H01F; capacitors in general H01G; electrolytic devices H01G0009000000; batteries, accumulators H01M; waveguides, resonators, or lines of the waveguide type H01P; line connectors, current collectors H01R; stimulated-emission devices H01S; electromechanical resonators H03H; loudspeakers, microphones, gramophone pick-ups or like acoustic electromechanical transducers H04R; electric light sources in general H05B; printed circuits, hybrid circuits, casings or constructional details of electrical apparatus, manufacture of assemblages of electrical components H05K; use of semiconductor devices in circuits having a particular application, see the subclass for the application);",C09J,"ADHESIVES; NON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERAL; ADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHERE; USE OF MATERIALS AS ADHESIVES (surgical adhesives A61L0024000000; adhesives on the basis of non specified organic macromolecular compounds used as bonding agents in layered products B32B; labelling fabrics or comparable materials or articles with deformable surface using adhesives and thermo-activatable adhesives respectively B65C0005020000, B65C0005040000;  preparation of glue or gelatine C09H; adhesive labels, tag tickets or similar identification of indication means G09F0003100000)",Munchhouse
Koelis,38,,,,,,17,A61B,"DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)",G01B,"MEASURING LENGTH, THICKNESS OR SIMILAR LINEAR DIMENSIONS; MEASURING ANGLES; MEASURING AREAS; MEASURING IRREGULARITIES OF SURFACES OR CONTOURS",Meylan
Kolibree,75,,,,,,11,A61C,DENTISTRY; APPARATUS OR METHODS FOR ORAL OR DENTAL HYGIENE (non-driven toothbrushes A46B; preparations for dentistry A61K0006000000),A46B,BRUSHES (handles not integral with brushware B25G),Paris
Kolor,73,,,,,,6,G11B,"INFORMATION STORAGE BASED ON RELATIVE MOVEMENT BETWEEN RECORD CARRIER AND TRANSDUCER (recording measured values in a way that does not require playback through a transducer G01D0009000000; recording or playback apparatus using mechanically marked tape, e.g. punched paper tape, or using unit records, e.g. punched or magnetically marked cards G06K; transferring data from one type of record carrier to another G06K0001180000)",H04N,"PICTORIAL COMMUNICATION, e.g. TELEVISION",Francin
